본문,label
"전일 마감호가는 국고채 3년물과 5년물이 전일대비 3bp 상승한 4.77%, 4.93%, 10년물이 2bp 상승한 5.19%를 기록했다.",1
"현재로선 금통위의 결정을 예측하는 것이 매우 어렵지만, 6월 금통위에서 콜금리 인상을 단행한다 할지라도 상승 추세로의 전환으로 이어질 가능성은 낮은 것으로 판단된다.",0
"따라서 단기적으로 콜금리 인상 효과가 금리에 반영될 수는 있겠지만, 추가적인 콜금리 인상을 시사하지 않는 경우 최근의 강세 기조는 유효할 것으로 전망된다.",0
"전일 마감호가는 국고채 3년물과 10년물은 전주말 대비 보합인 4.74%, 5.17%를 기록했고 5년물은 1bp 상승한 4.90%를 기록했다.",1
"반면, 콜금리 인상을 단행하더라도 마지막 콜금리 인상이 될 가능성이 높아 금리 상승 폭은 제한적인 수준에 그칠 것으로 판단된다.",0
오전 채권시장은 큰 폭 상승하여 출발하였던 종합주가지수가 급격히 하락 반전함에 따라 금리 선물 가격이 신고점을 경신하며 이전일의 강세 분위기가 이어지는 듯하였다.,0
"그러나, 차주 예정된 국고채3년 신규물 입찰이 강하기 힘들 것이란 예상과 주후반 예정된 금통위에서의 통화정책을 확인하려는 심리로 현물시장에서는 선물시장만큼 매수가 유입되지 않아 금리의 추가 하락은 제한되었다.",1
"이후 종합주가지수가 재차 상승 반전하며, 큰 폭으로 상승하고, 현선물 시장 모두 매물이 지속적으로 나오며 금리는 상승 반전하였다.",1
"그러나, 대기매수도 상당하여 금리가 큰 폭으로 상승하지는 못하였다.",0
"전주말 최종호가수익률은 국고채 3년물, 5년물과 10년물 모두 전일 대비 3bp씩 상승한 4.74%, 4.89%, 5.17%를 기록하였다.",1
"그러나, 인상하는 경우에도 마지막 결정일 가능성이 높아 금리 상승 추세로의 반전을 기대하기 힘들어 보인다.",0
"이후 금리는 추가 상승을 시도하였으나, 주식시장의 낙폭 확대와 채권 대기 매수가 지속적으로 유입됨에 따라 금리는 오히려 하락 반전하였다.",0
이 과정에서 은행권의 선물 대규모 손절 매수도 금리 하락 반전에 일조하였다.,0
"그러나, 선물 가격 상승에도 불구하고 국고채 3년물 기준으로 4.70% 절대금리 수준에 대한 부담으로 추격 매수가 유입되지 않아 금리의 추가 하락은 제한되는 모습을 보였다.",1
"경기선행지수 3개월 연속 하락, 동행지수 하락반전, 주식시장 약세 등 중장기적으로 경기 고점 통과에 대한 인식으로 절대 금리 수준에 대한 부담에도 채권 매수가 편한 상황으로 판단된다.",0
"금일도 절대금리 수준에 부담, 차주 입찰을 앞둔 관망세, 선물가격의 이론가 대비 고평가 등으로 추가 강세가 어려운 상황이지만, 금리가 상승 반전될 상황은 아닌 것으로 판단된다.",1
이러한 판단의 근거에는 동 지수들의 세부 항목들이 향후 하락가능성을 높이고 있기 때문이다.,0
경기고점에 대한 믿음이 강화될 경우 순환적인 금리하락 가능성이 높아지고 있기 때문이다.,0
목요일로 예정된 6월 금통위에서 콜금리를 동결할 것이라는 예상이 다소 우세한 편이지만 콜금리 인상에 대한 예상도 만만치 않아 금통위 확인심리에 따른 관망 분위기는 금일에도 이어질 것으로 판단된다.,1
"전일 채권시장은 4월 산업생산지수의 호재 인식이 이어지며 강세 분위기를 주도, 금리가 이틀째 하락했다.",0
오전 보합권에서 출발한 채권시장은 경기 둔화 가능성에 무게를 둔 강세 시도가 이어지며 금리 하락 폭을 확대했다.,0
"전날 발표된 산업생산지수로 경기 회복세가 훼손되었다고 판단하기에는 이르다는 시각도 많았으나, 금리 상승 요인으로 작용할 만한 재료가 없다는 인식이 우세했다.",0
장막판 외국인의 국채선물 매수세가 추가적으로 유입되면서 금리 하락 폭을 다소 확대했으나 지표금리 4.70%선의 절대금리 수준 부담이 여전히 유효하여 추가 강세는 제한되었다.,1
"전일 마감호가는 국고채 3년물과 10년물이 전일대비 3bp 하락한 4.72%, 5.15%, 국고채 5년물이 2bp 하락한 4.87%를 기록했다.",0
강세분위기가 유지되며 추가 금리 하락 시도가 이어질 수 있다.,0
전일 채권시장은 4월 산업생산지수가 예상치를 다소 하회함에 따라 금리가 소폭 하락했다.,0
이후 산업생산지수 발표전까지 약보합 수준의 정체된 흐름을 보이던 금리는 산업생산지수 발표 후 하락 반전하였다.,0
"전일 마감호가는 국고채 3년물과 10년물이 전일대비 1bp 하락한 4.75%, 5.18%, 국고채 5년물이 2bp 하락한 4.89%를 기록했다.",0
경기 둔화 가능성 확대에 따라 6월 콜금리 동결에 대한 기대감도 커지면서 이를 배경으로 한 금리 하락세는 좀 더 이어질 것으로 판단된다.,0
"다만, 지표금리 4.70%대 초반에 대한 가격 부담과 하반기 경기 둔화 기대감이 금리에 선반영 되었다는 인식, 그리고 다음 주 6월 금통위를 앞두고 있다는 점에서 금리 하락 폭이 제한된 점진적인 강세 흐름이 전망된다.",0
오후들어 노동부의 자금집행으로 추정되는 단기물 매수세 유입과 견조한 대기매수세로 금리 상승 폭을 줄인 끝에 약보합으로 장을 마감했다.,0
국내외 통화정책이 금리상승요인으로 작용하더라도 이는 채권매수기회로 판단된다.,0
"전일 마감호가는 국고채 3년물이 전일대비 보합인 4.75%, 5년물과 10년물이 전일대비 1bp 하락한 4.90%, 5.18%를 기록했다.",0
이보다 최근 5만 계약 이상의 순매수 미결제 약정을 쌓아온 외국인의 포지션으로 인해 적극적인 금리 하락 시도는 다소 부담스럽다는 인식이 강하므로 강세 분위기의 관망장세를 보일 가능성이 커 보인다.,1
"절대 금리 수준에 대한 부담감은 여전히 유효하였지만, 4월 산업생산지수가 전월대비 다소 하락한 수준에 머물 것이라는 전망과 2년물 통안채의 무난한 입찰로 강세 분위기는 유지되는 모습이었다.",0
"오후 들어 약 6만 계약의 국채선물 미결제 순매수 약정을 누적해 온 외국인이 5천 계약이 넘는 대규모 매도 물량을 출회하면서 금리는 빠르게 상승 반전하여 국고채 3년물이 4.78%까지 거래되었으나, 환율 및 주가 하락에 대한 기대감으로 견조한 대기매수세가 유입되며 금리 상승 폭을 다소 축소하여 장을 마감했다.",0
"전일 마감호가는 국고채 3년물이 전일대비 3bp 상승한 4.77%, 5년물이 4bp 상승한 4.93%, 10년물이 3bp 상승한 5.20%를 기록했다.",1
"특히, 4월 산업생산지수가 전월대비 다소 하락할 것이라는 전망 등 국내외 경기 둔화에 대한 예상이 나오면서 6월 콜금리 동결에 대한 확신이 점차 커지고 있어 강세 분위기는 유효할 것으로 판단된다.",0
전일 채권시장은 절대 금리 수준에 대한 부담으로 금리가 소폭 상승했다.,1
오전 채권시장은 국고채 10년물 입찰에 대한 관망세와 지표금리 기준 4.70%대 초반까지 하락한 절대금리 수준에 대한 부담감으로 소폭 약세 출발했다.,0
"그러나, 국내외의 전반적인 여건이 채권시장에 우호적이라는 시각이 우세해 대기매수세가 꾸준히 유입되었고, 1.4조원 규모의 국고채 10년물 입찰이 5.17%에 전액 낙찰되며 무난하게 소화되자 금리가 소폭 하락세로 돌아서기도 했다.",0
"경기 둔화 가능성에 따른 강세 기대 심리가 유효했지만, 단기간의 가격 상승에 따른 적응기간이 필요하다는 인식과 반등세를 보인 환율로 추가 강세 시도는 제한된 가운데 장 막판 국채선물 시장에서 증권사의 국채선물 매도물량이 출회되며 금리는 소폭 상승하여 장을 마감했다.",1
지표금리가 크게 하락하여 레벨에 대한 부담이내재되어 있어 하락 폭이 크지는 않을 것으로 보인다.,1
"따라서 낮은 수준의 인플레이션을 유지하고 있는 국내 통화정책의 경우 추가 금리인상 가능성은 남아 있으나, 그 폭은 크지 않을 것으로 판단된다.",0
이와 아울러 박스권 인식에 따른 캐리성 매수세와 6월 콜금리 동결 기대감 강화에 따른 매수 우위 분위기로 국고채 3년물 지표금리가 4.70%대 초반까지 하락했지만 금리 수준에 대한 부담으로 추가 강세는 제한되었다.,0
"전일 마감호가는 국고채 3년물이 전일대비 3bp 하락한 4.72%, 5년물이 5bp 하락한 4.87%, 10년물이 4bp 하락한 5.16%를 기록했다.",0
"단기물 금리의 하방경직이 여전히 유효한 상황에서 지표금리 4.60%대 진입이 부담스러워 보여 추가적인 금리 하락 폭은 제한적인 수준일 것으로 예상되나, 악재에 둔감한 최근의 강세 분위기를 고려할 때 매수 대응이 편하다는 인식이 많아 추가 강세 시도가 이어질 수 있을 것으로 전망된다.",0
이후 장마감까지 꾸준하게 유입된 은행권과 외국인의 국채선물 매수세로 금리 하락 폭을 확대하여 장을 마감했다.,0
"전일 마감호가는 국고채 3년물과 5년물이 전일대비 2bp 하락한 4.75%, 4.92%, 국고채 10년물이 1bp 하락한 5.20%를 기록했다.",0
반면 최근 큰 폭의 하락세를 보이고 있는 증시에 대해서는 주가 하락에 따른 반사이익은 물론 경기 둔화 가능성과 연관지어 해석하며 채권 매수 쪽에 무게를 더하고 있다.,0
지표금리가 4.70%대 중반까지 내려오면서 박스권 하단에 도달했다는 인식이 많아 추가 하락 폭은 크지 않을 것으로 판단되나 강세 분위기는 당분간 이어질 것으로 전망된다.,0
"그러나, 단기금리의 하방경직과 6월 콜금리 인상 가능성에 대한 우려감, 4.70%대 금리 수준에 대한 부담으로 추가 강세 제한되었다.",0
"환율이 반등할 때보다 하락하는 경우 금리의 민감도가 좀 더 큰 것으로 보이지만, 박스권 하단에 도달한 금리 수준에서 환율 하락의 재료만으로 금리를 추가적으로 끌어내리기에는 부담이 큰 것으로 보여 박스권 하단을 돌파하는 강세는 쉽지 않을 듯하다.",1
"서울 환시장에서도 현물 원달러 환율의 상승세가 이어져 950원선에 육박하고, 한국은행이 1분기 1.3% 성장률이 정부 성장목표치 5%를 넘는 것으로 결코 나쁘지 않은 수준이라고 언급함에 따라 금리는 상승세로 돌아섰다.",1
전일 채권시장은 전날 금통위의 콜금리 동결에 대한 호재 인식의 연장으로 강세 분위기가 지속되었지만 추가적인 금리 하락은 제한되며 보합을 기록했다.,1
금리 수준에 대한 부담으로 추가적인 하락이 쉽지 않아 보이지만 금리를 반등시킬 만한 요인은 더욱 찾아보기 힘들기 때문이다.,0
"4월 산업생산지수 발표 이후 강화된 하반기 경기 둔화에 대한 기대감으로 강세 분위기는 당분간 유지될 수 있을 것으로 판단되나, 6월 금통위와 5월 수출실적 발표를 앞둔 상황에서 산업생산지수 자체만으로 지표금리 4.60%대 진입을 시도하기에는 부담스러워 보인다.",1
"4월 산업생산지수 발표에 대해 시장은 일단 우호적인 재료로 해석하고 있지만, 절대 금리 수준에 대한 부담과 선반영 인식이 강해 추가 강세는 제한적일 것으로 전망된다.",1
전일 채권시장의 금통위의 콜금리 동결 결정에 따른 매수세 유입으로 금리가 다소 큰 폭으로 하락했다.,0
금통위 결과를 앞두고 소폭 강세를 보이던 채권금리는 동결 소식이 알려지자 지표금리 4.70% 대로 하락했다.,0
기자간담회에서 한은 총재는 고유가와 환율 하락으로 경제 전망치를 조금 낮추는 정도의 경제 상황 변화를 언급하며 다소 경기에 부정적인 시각을 피력함에 따라 향후 추가적인 콜금리 인상이 어려울 것이라는 인식으로 금리 하락 폭을 확대했다.,0
"다만, 지표금리 4.70% 대 중반에 도달한 금리 수준에 대한 부담과 수익률 곡선의 플래트닝이 이미 상당히 진행되었다는 인식으로 장기물 금리의 추가적인 하락 폭 확대는 제한적일 것으로 판단된다.",1
경기 회복 추세 자체가 훼손된 것으로 볼 수 없고 환율 하락과 고유가 상황이 지금보다 더 악화되지 않을 것이라는 기대감으로 지표금리 4.70%를 하향 돌파하는 것은 쉽지 않을 것으로 보인다.,1
전일 채권시장은 FOMC회의와 금통위를 앞둔 관망 분위기 속에 리스크 관리에 따른 일부 매물 출회로 금리가 소폭 상승했다.,1
오전 채권시장은 보합 수준으로 출발했으나 금리 수준에 대한 부담과 이익실현 관련 매매로 추정되는 외국인의 국채선물 매도물량이 출회되면서 금리가 소폭 상승했다.,1
"전일 차익실현성으로 보이는 외국인의 대규모 국채선물 매도로 금리가 상승했지만, 전반적인 대내외 여건이 여전히 금리 하락에 우호적으로 보여 추가적인 금리 상승 폭은 크지 않을 것으로 판단된다.",0
금통위에 대해서는 환율 하락과 고유가에 따른 경기 둔화 가능성으로 콜금리 동결론이 더 힘을 얻고 있으나 콜금리 인상 가능성을 배제할 수 없다는 의견도 많은 상황이다.,1
"시장의 예상대로 금통위에서 콜금리 동결을 결정하는 경우 강세 요인으로 작용하겠지만, 금리에 선반영한 부분이 크다는 인식이 강해 추가적인 금리 하락 폭은 크지 않을 것으로 전망된다.",1
"시장의 예상과 달리 콜금리 인상을 단행하는 경우 마지막 콜금리 인상이 될 것이라는 의견도 있으나, 단기 금리 상승에 따른 과도한 장단기 금리차 축소의 압력으로 장기 금리의 상승이 불가피할 것으로 판단된다.",1
오전에 실시된 2년물 통안채 입찰이 전일보다 4bp 높은 4.83%에 낙찰되며 국고채 3년물과 금리 역전을 보임에 따라 금리 수준에 대한 부담이 가중되며 금리는 상승 반전했다.,1
환율하락과 고유가가 하반기 경기흐름에 부정적인 영향을 미칠 것이라는 전망이 정부관계자의 발언을 통해 계속해서 나오면서 6월 금통위에서도 콜금리를 동결할 가능성이 높다는 기대가 점차 강화되고 있다.,1
"그러나, 지표금리 4.80%까지 하락한 금리 수준이 콜금리 동결 가능성과 환율 급락세 등 최근의 호재성 재료에 대해 선반영한 측면이 많아 콜금리 동결 결정이 나더라도 금리의 추가 하락 폭은 크지 않을 것으로 보이므로 금리 하락보다는 상승 쪽의 가능성을 열어둘 필요가 있어 보인다.",1
930원대가 붕괴되며 급락세를 보인 원달러 환율도 금리 하락 요인으로 작용하며 5월 금통위의 콜금리 동결 가능성에 대한 인식을 강화시켰다.,0
"전일 마감호가는 국고채 3년물, 5년물, 10년물이 전일대비 보합인 4.80%, 4.96%, 5.22%를 기록했다.금일 시황원달러 환율이930원을 하향 돌파하여 급락세를 보임에 따라 5월 금통위의 콜금리 동결 가능성에 대한 기대가 한층 더 높아진 것으로 보이지만 콜금리 동결에 대해 현 금리 수준에 선반영했다는 인식이 많아 추가적인 금리 하락은 제한적일 것으로 전망된다.",1
"5월 금통위의 콜금리 동결에 대한 예상이 많은 편이지만, 인상 의견 또한 적지 않아 지표금리 4.70%대에서 추격 매수에 나서기는 부담스러운 상황으로 판단된다.",1
"콜금리 동결과 금리 하락의 주요 배경으로 작용하고 있는 환율 급락세에 대해서도 환율 하락이 경기에 미치는 효과에 대해 시장 참여자들 사이에 의견이 분분하고, 상당 부분 금리에 반영된 측면이 있어 환율 하락에 따른 강세 효과는 점차 희석되고 있는 것으로 판단된다.",1
최근 채권시장은 박스권 예상을 바탕으로 한 캐리성 매수세로 수급 여건이 호조를 보이면서 악재성 재료보다는 호재성 재료에 더욱 민감하게 반응하고 있다.,0
전일 채권시장은 외국인의 국채선물 대규모 순매수로 인해 금리가 다소 큰 폭으로 하락했다.,0
"오후까지 이어진 외국인의 국채선물 매도세로 금리가 하락 폭을 확대하여 국고채 3년물이 4.80%에 거래되었으나, 4.70%대 진입은 부담스럽다는 인식이 강해 추가 강세는 제한되는 모습이었다.",1
"전일 마감호가는 국고채 3년물이 전일대비 4bp 하락한 4.80%, 5년물과 10년물이 전일대비 5bp 하락한 4.96%, 5.22%를 기록했다.",0
"외국인의 국채선물 매수가 금통위의 콜금리 동결에 대한 베팅이라는 의견이 있으나, 이미 금리수준에 콜금리 동결에 대한 반영이 상당부분 이루어진 것으로 보여 콜금리가 동결되더라도 추가적인 금리하락의 여지는 크지 않은 것으로 판단된다.",1
4.80%대 초반까지 하락한 금리 수준에 대한 부담과 차익실현에 따른 매도세로 금리가 소폭 상승세를 보이는 가운데 콜금리 인상을 하려면 빨리 하는게 좋다는 재경부 관계자의 멘트로 통화정책에 대한 불안감이 다시 부각되며 금리 상승 폭을 다소 확대했다.,1
"지준일과 연휴를 앞두고 적극적인 매매가 자제되면서 매도 우위의 약세 분위기가 이어졌지만, 한산한 거래로 인해 금리의 추가 상승도 제한되는 모습이었다.",0
"원달러 환율의 하락세가 지속되고 있지만, 이 또한 선반영 되었다는 인식이 강해 지표금리 4.80% 하향돌파를 이끌만한 모멘텀으로 작용하지는 못할 전망이다.",1
따라서 5월 콜금리가 동결될 경우 그만큼 6월 금리인상 가능성이 높아질 것으로 보인다.,1
오전에 실시된 통안채 91일물 입찰이 예상보다 부진한 결과를 보이면서 금리 상승폭을 다소 확대했다.,1
"그러나, 환율이 940원대를 위협하며 재차 하락세를 보임에 따라 5월 콜금리의 동결 기대감이 강화되며 금리 상승 폭을 줄였다.",0
"전일 마감호가는 국고채 3년물, 5년물, 10년물이 전일대비 1bp 상승한 4.82%, 4.99%, 5.26%를 기록했다.",0
"그러나, 지표금리가 4.80% 대 초반까지 하락하면서 가격 부담이 부각되고 콜금리 동결을 확인하기 전까지 지표금리 4.80% 선이 강한 저항선으로 작용할 가능성이 추가적인 금리 하락 폭은 크지 않을 것으로 예상된다.",1
"다만, 지표금리가 4.80% 대 초반까지 하락하면서 금리 수준에 대한 부담이 부각되고 있어 큰 폭의 추가 하락은 제한될 것으로 예상된다.",1
오전 약보합 수준에서 출발한 채권시장은 환율의 하락세와 산업생산지수 발표에 따른 경기회복 둔화 가능성에 기댄 대기매수세 유입을 보였다.,0
외국인의 국채선물 순매수로 지표금리 4.80%까지 금리가 하락했지만 금주 금통위와 FOMC를 앞둔 상황에서 4.70% 대에 진입하는 추가 금리 하락은 제한될 것으로 전망된다.,1
한은 총재는 환율 하락세가 우려할 만한 수준으로 기업들이 견딜 수 있을지 의문이라고 언급했으며 채권 시장은 이를 5월 금통위의 콜금리 동결 가능성을 시사한 것으로 해석하며 금리를 끌어내렸다.,0
외국인의 지속적인 순매수와 더불어 오전 순매도를 보였던 은행권이 장 후반 손절성 매수에 가담하면서 금리 하락 폭을 확대하며 장을 마감했다.,0
환율 또한 정부의 적극적인 의지 표명과 과매도 해소 등으로 안정세를 찾아갈 것으로 기대되어 추가 금리하락을 이끄는 직접적인 요인이 되지는 않을 전망이다.,0
최근 강세 흐름의 주요 요인으로 작용했던 환율이 반등세를 보이고 오전에 실시된 통안채 2년물 입찰이 다소 부진한 응찰률을 보임에 따라 금리는 상승 반전했다.,1
전일 시황전일 채권시장은 지난 주 한은 총재의 국회 발언 효과가 연장되는 가운데 환율의 급락 영향으로 금리가 하락했다.,0
오전에 실시된 5.5천억 규모의 국고채 20년물 입찰의 무난한 소화와 주가의 하락세 또한 금리 하락에 도움이 되었다.,0
"여전히 5월 금통위의 콜금리 인상 가능성이 높은 것으로 보이고, 환율과 유가가 국내 경기에 미치는 파장과 이에 따른 통화정책의 변화에 대해 섣불리 예측하기 어렵기 때문이다.",1
"5월 국고채 3년 금리는 4.70%~5.00% 수준을 보일 것으로 예상되는 가운데, 지표금리4.80% 이하에서는 추격 매수는 부담스럽다고 판단하고 있으며, 5% 근접할 경우 장기투자기관이 안전판 역할을 할 것으로 보이기 때문에 매수관점에서의 시각을 권고한다.",1
"3월 산업활동동향은 2월의 부진을 희석 시키는 역할을 할 것으로판단되고, 1분기 GDP성장률 데이터는 추가금리인상 가능성을 높일 것으로 예상되기 때문에 전반적인 약세기조는 지속될 가능성이 높다는 판단이다.",1
연준은 지난번FOMC 회의에서 과도한 금리인상에 대한 우려를 표명한 것으로 알려져 있다.,0
"그러나, 여전히 추가금리인상 여부는 향후 발표될 경제지표에 의해 좌우될 것이라는 입장을 취하고있는 상황에서, 급등세를 재개한 유가흐름이 인플레이션 지표에 반영되고 있다는 점을 의식해야 할 것이다.",1
전일 채권시장은 5월 콜금리 인상 가능성을 시사하지 않았다는 한은 총재의 국회 발언으로 금리가 큰 폭으로 하락했다.,0
"한은 총재는 5월 금리 인상을 시사하지 않았으며, 시장의 해석이 잘못되었을 수 있다고 밝힘으로써 5월 콜금리 인상을 기정사실화 했던 시장에 쇼크로 받아들여졌다.",0
"이에 따라 콜금리 인상에 대한 선반영 부분을 되돌리는 적극적인 매수가 유입되었고, 숏포지션의 기관들의 손절성 매수세까지 더해지면서 금리는 큰 폭으로 하락했다.",0
"전일 마감호가는 국고채 3년물, 5년물이 전일대비 6bp 하락한 4.91%, 5.11%, 10년물이 7bp 하락한 5.39%를 기록했다.",0
설사 5월 금통위에서 콜금리를 동결한다 하더라도 한 차례 이상의 콜금리 인상이 남았다는 인식이 많은 상황에서 5월 콜금리 동결이 시장에 반드시 우호적인 것만은 아닌 것으로 판단된다.,1
"콜금리 인상에 대한 우려감 완화로 강세 분위기가 이어질 가능성은 커보이나, 전주말 콜금리 인상에 대한 선반영 부분을 대부분 되돌렸으므로 추가적인 강세는 제한적일 것으로 전망된다.",1
환율 하락세가 지속되면서 이를 바탕으로 한 5월 콜금리 동결 예상이 힘을 얻으면서 강세 분위기를 이어가고 있다.,0
전날 공개된 3월 FOMC 의사록에서 위원들은 인플레이션 우려 완화로 금리 인상 기조가 마무리 국면에 진입했다고 판단하고 있고 과도한 통화긴축에 대한 우려를 표명함으로써 금리 인상 기조의 조기 종결 가능성을 시사했다.,0
940원 대로 하락한 환율과 유가 급등도 금리 하락 요인으로 작용하며 지표금리 5% 저항선을 쉽게 하향 돌파했다.,0
장중 매도로 일관하던 외국인이 오후 들어 국채선물 매수세로 돌아서면서 금리 하락 폭을 확대하여 장을 마감했다.,0
"5월 콜금리 인상 가능성은 여전히 있지만, 정책 금리 인상 기조의 지속에 대한 우려감은 크게 완화되었다는 인식이다.",0
"여러 대외적인 호재로 채권 시장의 강세 분위기가 강화되었으나, 콜금리 인상에 대한 선반영 부분을 전일 대부분 되돌림하였고 월말 경제지표 발표와 5월 금통위의 대형 이벤트를 앞둔 상황에서 적극적인 추격 매수에 나서기 보다는 기존의 리스크 관리 전략이 유지될 가능성이 큰 것으로 보여 추가적인 금리상승은 제한적일 것으로 전망된다.",1
"대부분의 시장 참여자들은 금일 예정된 금통위에서 콜금리를 동결할 것으로 예상하고 있지만, 그보다는 향후 통화정책과 관련된 코멘트 리스크에 우려하고 있는 모습이다.",1
"전일, 인플레이션이 정부 목표치인 3% 이하로 잘 조절되고 있고, 자산거품도 금리 인상으로 해결될 문제가 아닌 만큼 금리 인상에 신중해야 한다는 재경부 차관의 발언이 시장에 거의 영향을 미치지 못한 것도 시장 참여자들 사이에 5월 콜금리 인상이 대세로 받아들여 지고 있기 때문인 것으로 판단된다.",1
"이미 현 금리수준에 5월 콜금리 인상분을 상당 부분 선반영했다는 인식이 강해 추가적인 금리 상승폭이 크지 않을 것으로 예상되나, 리스크 관리 차원의 보수적인 분위기는 지속될 것으로 전망된다.",1
장막판 은행권과 증권사의 국채선물 매수세가 유입되며 금리 상승 폭을 다소 줄이는 모습을 보였으나 약세 심리 회복에는 큰 도움이 되지 못했다.,1
4월 금통위의 콜금리 동결을 호재로 해석하며 지표금리 4.90% 대 초반까지 하락했던 금리는 1주일 만에 10bp 넘게 상승했다.,1
"최근의 금리 상승이 5월 콜금리 인상분을 상당부분 반영했다는 인식으로 저가 매수세가 자극될 가능성이 있어 금리 상승세가 다소 제한적일 수 있으나, 시장 전반의 약세 심리는 월말로 갈수록 강화될 것으로 전망된다.",0
"오전에 실시된 7년물 토지공사채 입찰이 비교적 무난하게 소화되면서 장기물에 대한 대기매수세를 확인해 주었지만, 최근 늘어나고 있는 CD 발행규모와 단기물 금리의 상승 등 콜금리 인상에 대한 기대가 표면화되고 있다는 인식으로 적극적인 매수는 자제되었다.",1
"대내외 금리간 격차 확대와 월말 경제지표에 대한 부담, 주가 상승 등 금리 상승 요인이 많다는 인식으로 약세흐름이 지속되었으나 증권사의 공격적인 국채선물 매수세가 유입되며 추가 금리 상승을 제한했다.",0
"전일 마감호가는 국고채 3년, 5년, 10년물이 모두 전일대비 4bp 상승한 5.01%, 5.24%, 5.54%를 기록했다.",1
최근 CD금리가 4.30% 대 중반까지 상승한 것은 이러한 기대감을 직접적으로 반영한 것이다.,1
강세를 이끌만한 모멘텀을 기대할 수 없는 상황에서 점차 콜금리 인상에 대한 우려감이 강화되고 있어 금리 상승 가능성이 높아 보인다.,1
장기물에 대한 대기 매수세가 여전히 유효하여 금리 상승 압력을 다소 완화시키고 있는 것으로 보이지만 이 또한 리스크 관리 차원의 소극적인 매수에 그칠 것으로 예상된다.,1
전일 채권시장은 모멘텀 부재에 다른 박스권 인식 속에 캐리성 매수세가 유입되며 금리가 소폭 하락했다.,0
2년물 및 182일물 통안 입찰이 예정되어 있었으나 물량 규모가 부담이 되지 않는다는 인식과 박스권 전망에 다른 캐리성 매수세가 유입되며 금리 하락 폭을 다소 확대하기도 하였으나 추가 하락을 이끌만한 재료가 없었다.,1
"국고채 5년물 입찰이 무난한 수준에서 소화되고 지표금리 5% 근방에서 캐리성 매수세가 유입되면서 금리 상승 폭을 다소 줄이는 모습을 보였으나, 적극적인 매수로 이어지지는 못했다.",1
" 이후 우호적인 멘트에 대한 기대로 금리가 하락세로 전환되었으며, 기자간담회에서의 한은 총재 코멘트가 비교적 시장 우호적이라는 인식으로 하락 폭을 크게 확대했다.",0
장 후반까지 강세가 이어져 지표금리가 4.90% 대 초반까지 하락했다.,0
전일 채권시장은 금통위에 대한 선반영 인식과 저가 매수세 유입으로 금리가 소폭 하락했다.,0
하락세를 지속한 환율과 노동부의 자금 집행에 따른 투신권 중심의 매수세 유입 등에 힘입어 금리 하락 폭을 확대하기도 했으나 금통위 결과에 대한 확인 심리로 추가 하락은 제한되었다.,1
"전일 마감호가는 국고채 3년물과 5년물이 전일대비 2bp 하락한 4.96%, 5.18%, 국고채 10년물이 3bp 하락한 5.46%를 기록했다.",0
선제적 통화정책의 중요성을 강조한 신임 한은 총재의 발언에 대한 우려가 연장되며 금리가 나흘 연속 오름세를 보이고 있다.,1
이후 노동부의 자금 집행 등에 따른 양호한 수급 여건과 950원대로 하락한 원달러 환율의 영향으로 채권금리는 소폭 하락세로 돌아섰다.,0
최근 연이은 외국인의 국채선물 매도공세도 당분간 금리의 하락 반전이 쉽지 않을 것이라는 예상에 바탕을 둔 포지션으로 추측된다.,1
"다만, 금통위를 하루 앞둔 상황에서 적극적인 매매보다는 금통위 결과를 우선 확인하고자 하는 심리가 강하고, 캐리관점의 매수세가 기대되어 큰 폭의 금리 상승으로 이어지지 않겠지만, 약세 분위기의 관망장세가 예상되므로 보수적인 접근이 필요할 것으로 보인다.",1
전일 채권시장은 금통위를 앞둔 리스크 관리 모드의 관망장세 속에 외국인의 대규모 국채선물 매도 출회로 금리가 소폭 상승했다.,1
"5년물 토지공사채 입찰이 예상보다 낮은 수준의 금리로 낙찰되면서 장기물에 대한 수요를 확인해 주었지만, 3개월물 통안채 입찰은 유찰을 기록하며 콜금리 인상에 대한 강한 우려를 반영하는 모습이었다.",1
"이후 관망분위기가 주류를 이루었으나, 외국인의 국채선물 매도가 대규모로 출회되면서 금리 상승을 이끄는 모습이었다.",1
"전일 마감호가는 국고채 3년물, 5년물, 10년물 모두 전일대비 2bp 상승한 5.00%, 5.22%, 5.51%를 기록했다.",1
"4월 금통위에서 콜금리 인상을 단행할 가능성은 여전히 낮은 것으로 보이나, 시장 참여자들 사이에 4월이 동결이라면 5월에는 인상을 단행할 것이라는 인식이 확산되며 통화정책에 대한 불안감이 커지고 있다.",1
최근 이어지고 있는 외국인의 국채선물 매도 공세가 콜금리 인상에 대한 베팅과 관련되었다는 추측이 나오고 있는 것도 시장의 불안 심리를 반영하는 것으로 볼 수 있다.,1
"금일에도 금통위에 대한 불안감이 이어지며 약세분위기가 지속되겠으나, 지표금리 5% 이상에서의 캐리 관점의 매수 수요가 기대되므로 추가적인 금리 상승은 다소 제한될 것으로 전망된다.",0
4월 채권시장은 선행지수의 반락이 채권시장 및 자금 흐름변화에 긍정적인 영향을 미칠 것으로 판단4월말 발표되는 경제지표를 계기로 국내경제는 다시 회복에 대한 기대를 높일 것으로 예상되기 때문에 국내 펀더멘털 여건의 일시적인 둔화에도 불구하고 시중금리의 하락은 제한적일 것으로 예상.,0
